NombreMunicipio,CodigoMunicipio,Ubicación,NombreRegion,CodigoRegion,Anio,CausaMortalidad,TipoPoblacionObjetivo,NumeroPoblacionObjetivo,NumeroCasos
Amagá,05030,POINT (-75.703216 6.04063),SUROESTE,8,2007,Suicidios,Poblacion total,27482,0
Amalfi,05031,POINT (-75.075028 6.907385),NORDESTE,4,2007,Suicidios,Poblacion total,23330,3
Andes,05034,POINT (-75.877699 5.655629),SUROESTE,8,2007,Suicidios,Poblacion total,41952,5
Angelópolis,05036,POINT (-75.710262 6.111531),SUROESTE,8,2007,Suicidios,Poblacion total,5832,1
Angostura,05038,POINT (-75.334973 6.885789),NORTE,5,2007,Suicidios,Poblacion total,12040,0
Anorí,05040,POINT (-75.145827 7.073577),NORDESTE,4,2007,Suicidios,Poblacion total,16173,4
Anzá,05044,POINT (-75.854027 6.303405),OCCIDENTE,6,2007,Suicidios,Poblacion total,6840,1
Apartadó,05045,POINT (-76.630692 7.887047),URABA,9,2007,Suicidios,Poblacion total,95990,2
Arboletes,05051,POINT (-76.427353 8.852936),URABA,9,2007,Suicidios,Poblacion total,29128,2
Argelia,05055,POINT (-75.142821 5.731236),ORIENTE,7,2007,Suicidios,Poblacion total,9261,0
Armenia,05059,POINT (-75.787666 6.156497),OCCIDENTE,6,2007,Suicidios,Poblacion total,5865,0
Barbosa,05079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,44721,1
Bello,05088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,417978,19
Belmira,05086,POINT (-75.667252 6.606713),NORTE,5,2007,Suicidios,Poblacion total,5889,1
Betania,05091,POINT (-75.976261 5.745292),SUROESTE,8,2007,Suicidios,Poblacion total,11315,1
Betulia,05093,POINT (-75.984594 6.113454),SUROESTE,8,2007,Suicidios,Poblacion total,15585,0
Briceño,05107,POINT (-75.551532 7.110465),NORTE,5,2007,Suicidios,Poblacion total,8379,1
Buriticá,05113,POINT (-75.907102 6.719872),OCCIDENTE,6,2007,Suicidios,Poblacion total,8611,0
Cáceres,05120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2007,Suicidios,Poblacion total,25522,0
Caicedo,05125,POINT (-75.982545 6.406072),OCCIDENTE,6,2007,Suicidios,Poblacion total,7816,1
Caldas,05129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,67238,2
Campamento,05134,POINT (-75.29634 6.979113),NORTE,5,2007,Suicidios,Poblacion total,9655,0
Cañasgordas,05138,POINT (-76.025603 6.749957),OCCIDENTE,6,2007,Suicidios,Poblacion total,16978,3
Caracolí,05142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,5191,1
Caramanta,05145,POINT (-75.644483 5.548681),SUROESTE,8,2007,Suicidios,Poblacion total,5787,0
Carepa,05147,POINT (-76.655568 7.755937),URABA,9,2007,Suicidios,Poblacion total,36425,2
Carolina,05150,POINT (-75.281494 6.723626),NORTE,5,2007,Suicidios,Poblacion total,3888,0
Caucasia,05154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2007,Suicidios,Poblacion total,73515,4
Chigorodó,05172,POINT (-76.685044 7.672652),URABA,9,2007,Suicidios,Poblacion total,46062,0
Cisneros,05190,POINT (-75.087684 6.538526),NORDESTE,4,2007,Suicidios,Poblacion total,9548,0
Ciudad Bolívar,05101,POINT (-76.020994 5.850015),SUROESTE,8,2007,Suicidios,Poblacion total,27061,1
Cocorná,05197,POINT (-75.185273 6.057769),ORIENTE,7,2007,Suicidios,Poblacion total,18454,1
Concepción,05206,POINT (-75.259425 6.394975),ORIENTE,7,2007,Suicidios,Poblacion total,5316,1
Concordia,05209,POINT (-75.907256 6.046154),SUROESTE,8,2007,Suicidios,Poblacion total,21489,0
Copacabana,05212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,65487,1
Dabeiba,05234,POINT (-76.266682 7.001567),OCCIDENTE,6,2007,Suicidios,Poblacion total,22350,0
Donmatías,05237,POINT (-75.394608 6.486305),NORTE,5,2007,Suicidios,Poblacion total,16457,2
Ebéjico,05240,POINT (-75.768514 6.326468),OCCIDENTE,6,2007,Suicidios,Poblacion total,13385,0
El Bagre,05250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2007,Suicidios,Poblacion total,41162,2
El Carmen de Viboral,05148,POINT (-75.335351 6.083283),ORIENTE,7,2007,Suicidios,Poblacion total,49825,2
El Peñol,05541,POINT (-75.161743 6.234274),ORIENTE,7,2007,Suicidios,Poblacion total,18850,2
El Retiro,05607,POINT (-75.502683 6.057336),ORIENTE,7,2007,Suicidios,Poblacion total,19514,3
El Santuario,05697,POINT (-75.265676 6.139528),ORIENTE,7,2007,Suicidios,Poblacion total,31460,4
Entrerríos,05264,POINT (-75.517037 6.567385),NORTE,5,2007,Suicidios,Poblacion total,9294,0
Envigado,05266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,182627,9
Fredonia,05282,POINT (-75.671749 5.927145),SUROESTE,8,2007,Suicidios,Poblacion total,24240,4
Frontino,05284,POINT (-76.128568 6.77975),OCCIDENTE,6,2007,Suicidios,Poblacion total,22463,1
Giraldo,05306,POINT (-75.953365 6.680421),OCCIDENTE,6,2007,Suicidios,Poblacion total,4976,0
Girardota,05308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,42654,1
Gómez Plata,05310,POINT (-75.219375 6.681523),NORTE,5,2007,Suicidios,Poblacion total,9640,1
Granada,05313,POINT (-75.18443 6.14432),ORIENTE,7,2007,Suicidios,Poblacion total,13260,0
Guadalupe,05315,POINT (-75.240458 6.814987),NORTE,5,2007,Suicidios,Poblacion total,6565,1
Guarne,05318,POINT (-75.442619 6.279958),ORIENTE,7,2007,Suicidios,Poblacion total,45098,4
Guatapé,05321,POINT (-75.161723 6.234276),ORIENTE,7,2007,Suicidios,Poblacion total,6965,0
Heliconia,05347,POINT (-75.733349 6.207128),OCCIDENTE,6,2007,Suicidios,Poblacion total,6323,0
Hispania,05353,POINT (-75.907416 5.799621),SUROESTE,8,2007,Suicidios,Poblacion total,5316,0
Itagüí,05360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,230020,13
Ituango,05361,POINT (-75.764081 7.172568),NORTE,5,2007,Suicidios,Poblacion total,26073,1
Jardín,05364,POINT (-75.819483 5.599097),SUROESTE,8,2007,Suicidios,Poblacion total,13826,0
Jericó,05368,POINT (-75.786118 5.791557),SUROESTE,8,2007,Suicidios,Poblacion total,14246,0
La Ceja,05376,POINT (-75.431681 6.030682),ORIENTE,7,2007,Suicidios,Poblacion total,52779,6
La Estrella,05380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,57798,2
La Pintada,05390,POINT (-75.606525 5.747143),SUROESTE,8,2007,Suicidios,Poblacion total,9655,0
La Unión,05400,POINT (-75.361241 5.973832),ORIENTE,7,2007,Suicidios,Poblacion total,19012,4
Liborina,05411,POINT (-75.811313 6.67786),OCCIDENTE,6,2007,Suicidios,Poblacion total,10416,0
Maceo,05425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,8597,0
Marinilla,05440,POINT (-75.334772 6.173718),ORIENTE,7,2007,Suicidios,Poblacion total,54048,0
Medellín,05001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,2101771,107
Montebello,05467,POINT (-75.524621 5.945694),SUROESTE,8,2007,Suicidios,Poblacion total,7599,1
Murindó,05475,POINT (-76.82131 6.981328),URABA,9,2007,Suicidios,Poblacion total,3786,0
Mutatá,05480,POINT (-76.436928 7.245319),URABA,9,2007,Suicidios,Poblacion total,12415,0
Nariño,05483,POINT (-75.176323 5.609727),ORIENTE,7,2007,Suicidios,Poblacion total,12234,0
Nechí,05495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2007,Suicidios,Poblacion total,20988,0
Necoclí,05490,POINT (-76.786829 8.424299),URABA,9,2007,Suicidios,Poblacion total,37227,0
Olaya,05501,POINT (-75.81238 6.628142),OCCIDENTE,6,2007,Suicidios,Poblacion total,3146,0
Peque,05543,POINT (-75.908927 7.021696),OCCIDENTE,6,2007,Suicidios,Poblacion total,7851,1
Pueblorrico,05576,POINT (-75.841914 5.790844),SUROESTE,8,2007,Suicidios,Poblacion total,8917,2
Puerto Berrío,05579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,35358,1
Puerto Nare,05585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,15015,0
Puerto Triunfo,05591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,14707,2
Remedios,05604,POINT (-74.69368 7.02808),NORDESTE,4,2007,Suicidios,Poblacion total,25279,1
Rionegro,05615,POINT (-75.373872 6.153548),ORIENTE,7,2007,Suicidios,Poblacion total,110027,7
Sabanalarga,05628,POINT (-75.818245 6.850482),OCCIDENTE,6,2007,Suicidios,Poblacion total,8597,0
Sabaneta,05631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,61730,4
Salgar,05642,POINT (-75.979184 5.963438),SUROESTE,8,2007,Suicidios,Poblacion total,19569,4
San Andrés de Cuerquia,05647,POINT (-75.67649 6.914739),NORTE,5,2007,Suicidios,Poblacion total,7629,1
San Carlos,05649,POINT (-74.992086 6.188726),ORIENTE,7,2007,Suicidios,Poblacion total,19706,1
San Francisco,05652,POINT (-75.102069 5.964854),ORIENTE,7,2007,Suicidios,Poblacion total,5939,0
San Jerónimo,05656,POINT (-75.72792 6.442677),OCCIDENTE,6,2007,Suicidios,Poblacion total,13725,0
San José de La Montaña,05658,POINT (-75.683472 6.848958),NORTE,5,2007,Suicidios,Poblacion total,3292,0
San Juan de Urabá,05659,POINT (-76.524538 8.766496),URABA,9,2007,Suicidios,Poblacion total,16889,0
San Luis,05660,POINT (-74.994436 6.042772),ORIENTE,7,2007,Suicidios,Poblacion total,13398,1
San Pedro de Los Milagros,05664,POINT (-75.555959 6.461815),NORTE,5,2007,Suicidios,Poblacion total,19330,2
San Pedro de Urabá,05665,POINT (-76.382921 8.277916),URABA,9,2007,Suicidios,Poblacion total,28042,0
San Rafael,05667,POINT (-75.028257 6.295426),ORIENTE,7,2007,Suicidios,Poblacion total,16508,1
San Roque,05670,POINT (-75.019485 6.485044),NORDESTE,4,2007,Suicidios,Poblacion total,20921,0
San Vicente,05674,POINT (-75.331782 6.282678),ORIENTE,7,2007,Suicidios,Poblacion total,21722,0
Santa Bárbara,05679,POINT (-75.568167 5.874215),SUROESTE,8,2007,Suicidios,Poblacion total,27934,1
Santa Fe de Antioquia,05042,POINT (-75.827742 6.556455),OCCIDENTE,6,2007,Suicidios,Poblacion total,23793,1
Santa Rosa de Osos,05686,POINT (-75.460696 6.648965),NORTE,5,2007,Suicidios,Poblacion total,32321,5
Santo Domingo,05690,POINT (-75.164398 6.471292),NORDESTE,4,2007,Suicidios,Poblacion total,13690,2
Segovia,05736,POINT (-75.164407 6.471289),NORDESTE,4,2007,Suicidios,Poblacion total,32395,5
Sonsón,05756,POINT (-75.31098 5.709254),ORIENTE,7,2007,Suicidios,Poblacion total,37762,2
Sopetrán,05761,POINT (-75.742487 6.500955),OCCIDENTE,6,2007,Suicidios,Poblacion total,14387,1
Támesis,05789,POINT (-75.712508 5.662788),SUROESTE,8,2007,Suicidios,Poblacion total,17917,0
Tarazá,05790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2007,Suicidios,Poblacion total,22826,2
Tarso,05792,POINT (-75.82213 5.865469),SUROESTE,8,2007,Suicidios,Poblacion total,6430,0
Titiribí,05809,POINT (-75.793717 6.063419),SUROESTE,8,2007,Suicidios,Poblacion total,11903,0
Toledo,05819,POINT (-75.691555 7.01096),NORTE,5,2007,Suicidios,Poblacion total,5478,0
Turbo,05837,POINT (-76.728476 8.095151),URABA,9,2007,Suicidios,Poblacion total,106537,4
Uramita,05842,POINT (-76.266639 7.001396),OCCIDENTE,6,2007,Suicidios,Poblacion total,7547,0
Urrao,05847,POINT (-76.134557 6.317018),SUROESTE,8,2007,Suicidios,Poblacion total,29208,1
Valdivia,05854,POINT (-75.391627 7.292119),NORTE,5,2007,Suicidios,Poblacion total,13573,2
Valparaíso,05856,POINT (-75.62448 5.616356),SUROESTE,8,2007,Suicidios,Poblacion total,7728,1
Vegachí,05858,POINT (-74.798745 6.77151),NORDESTE,4,2007,Suicidios,Poblacion total,11957,1
Venecia,05861,POINT (-75.733897 5.963555),SUROESTE,8,2007,Suicidios,Poblacion total,12042,0
Vigía del Fuerte,05873,POINT (-76.896085 6.589081),URABA,9,2007,Suicidios,Poblacion total,8246,1
Yalí,05885,POINT (-74.842107 6.675328),NORDESTE,4,2007,Suicidios,Poblacion total,7642,2
Yarumal,05887,POINT (-75.416733 6.963321),NORTE,5,2007,Suicidios,Poblacion total,38923,2
Yolombó,05890,POINT (-75.01183 6.59926),NORDESTE,4,2007,Suicidios,Poblacion total,22212,0
Yondó,05893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,15116,1
Zaragoza,05895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2007,Suicidios,Poblacion total,23761,2
Abejorral,05002,POINT (-75.427045 5.79145),ORIENTE,7,2008,Suicidios,Poblacion total,22237,3
Abriaquí,05004,POINT (-76.064563 6.63197),OCCIDENTE,6,2008,Suicidios,Poblacion total,2656,0
Alejandría,05021,POINT (-75.141258 6.376923),ORIENTE,7,2008,Suicidios,Poblacion total,4679,1
Amagá,05030,POINT (-75.703216 6.04063),SUROESTE,8,2008,Suicidios,Poblacion total,27725,1
Amalfi,05031,POINT (-75.075028 6.907385),NORDESTE,4,2008,Suicidios,Poblacion total,23535,0
Andes,05034,POINT (-75.877699 5.655629),SUROESTE,8,2008,Suicidios,Poblacion total,41965,6
Angelópolis,05036,POINT (-75.710262 6.111531),SUROESTE,8,2008,Suicidios,Poblacion total,5813,0
Angostura,05038,POINT (-75.334973 6.885789),NORTE,5,2008,Suicidios,Poblacion total,11968,0
Anorí,05040,POINT (-75.145827 7.073577),NORDESTE,4,2008,Suicidios,Poblacion total,16384,3
Anzá,05044,POINT (-75.854027 6.303405),OCCIDENTE,6,2008,Suicidios,Poblacion total,6865,0
Apartadó,05045,POINT (-76.630692 7.887047),URABA,9,2008,Suicidios,Poblacion total,98124,5
Arboletes,05051,POINT (-76.427353 8.852936),URABA,9,2008,Suicidios,Poblacion total,29070,0
Argelia,05055,POINT (-75.142821 5.731236),ORIENTE,7,2008,Suicidios,Poblacion total,9113,0
Armenia,05059,POINT (-75.787666 6.156497),OCCIDENTE,6,2008,Suicidios,Poblacion total,5756,0
Barbosa,05079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,45292,2
Bello,05088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,427040,18
Belmira,05086,POINT (-75.667252 6.606713),NORTE,5,2008,Suicidios,Poblacion total,5859,0
Betania,05091,POINT (-75.976261 5.745292),SUROESTE,8,2008,Suicidios,Poblacion total,11216,3
Betulia,05093,POINT (-75.984594 6.113454),SUROESTE,8,2008,Suicidios,Poblacion total,15563,3
Briceño,05107,POINT (-75.551532 7.110465),NORTE,5,2008,Suicidios,Poblacion total,8328,0
Buriticá,05113,POINT (-75.907102 6.719872),OCCIDENTE,6,2008,Suicidios,Poblacion total,8679,1
Cáceres,05120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2008,Suicidios,Poblacion total,25805,2
Caicedo,05125,POINT (-75.982545 6.406072),OCCIDENTE,6,2008,Suicidios,Poblacion total,7872,2
Caldas,05129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,68288,11
Campamento,05134,POINT (-75.29634 6.979113),NORTE,5,2008,Suicidios,Poblacion total,9603,1
Cañasgordas,05138,POINT (-76.025603 6.749957),OCCIDENTE,6,2008,Suicidios,Poblacion total,16784,0
Caracolí,05142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2008,Suicidios,Poblacion total,5118,1
Caramanta,05145,POINT (-75.644483 5.548681),SUROESTE,8,2008,Suicidios,Poblacion total,5686,0
Carepa,05147,POINT (-76.655568 7.755937),URABA,9,2008,Suicidios,Poblacion total,37438,1
Carolina,05150,POINT (-75.281494 6.723626),NORTE,5,2008,Suicidios,Poblacion total,3882,1
Caucasia,05154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2008,Suicidios,Poblacion total,74919,3
Chigorodó,05172,POINT (-76.685044 7.672652),URABA,9,2008,Suicidios,Poblacion total,47048,2
Cisneros,05190,POINT (-75.087684 6.538526),NORDESTE,4,2008,Suicidios,Poblacion total,9584,0
Ciudad Bolívar,05101,POINT (-76.020994 5.850015),SUROESTE,8,2008,Suicidios,Poblacion total,26927,5
Cocorná,05197,POINT (-75.185273 6.057769),ORIENTE,7,2008,Suicidios,Poblacion total,18144,0
Concepción,05206,POINT (-75.259425 6.394975),ORIENTE,7,2008,Suicidios,Poblacion total,5249,0
Concordia,05209,POINT (-75.907256 6.046154),SUROESTE,8,2008,Suicidios,Poblacion total,21448,0
Copacabana,05212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,66521,3
Dabeiba,05234,POINT (-76.266682 7.001567),OCCIDENTE,6,2008,Suicidios,Poblacion total,22339,0
Donmatías,05237,POINT (-75.394608 6.486305),NORTE,5,2008,Suicidios,Poblacion total,16681,0
Ebéjico,05240,POINT (-75.768514 6.326468),OCCIDENTE,6,2008,Suicidios,Poblacion total,13241,3
El Bagre,05250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2008,Suicidios,Poblacion total,42061,2
El Carmen de Viboral,05148,POINT (-75.335351 6.083283),ORIENTE,7,2008,Suicidios,Poblacion total,50612,7
El Peñol,05541,POINT (-75.161743 6.234274),ORIENTE,7,2008,Suicidios,Poblacion total,19042,2
El Retiro,05607,POINT (-75.502683 6.057336),ORIENTE,7,2008,Suicidios,Poblacion total,19857,1
El Santuario,05697,POINT (-75.265676 6.139528),ORIENTE,7,2008,Suicidios,Poblacion total,31769,1
Entrerríos,05264,POINT (-75.517037 6.567385),NORTE,5,2008,Suicidios,Poblacion total,9423,0
Envigado,05266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,186625,17
Fredonia,05282,POINT (-75.671749 5.927145),SUROESTE,8,2008,Suicidios,Poblacion total,24185,1
Frontino,05284,POINT (-76.128568 6.77975),OCCIDENTE,6,2008,Suicidios,Poblacion total,22291,2
Giraldo,05306,POINT (-75.953365 6.680421),OCCIDENTE,6,2008,Suicidios,Poblacion total,5031,0
Girardota,05308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,43406,2
Gómez Plata,05310,POINT (-75.219375 6.681523),NORTE,5,2008,Suicidios,Poblacion total,9623,1
Granada,05313,POINT (-75.18443 6.14432),ORIENTE,7,2008,Suicidios,Poblacion total,12957,0
Guadalupe,05315,POINT (-75.240458 6.814987),NORTE,5,2008,Suicidios,Poblacion total,6526,0
Guarne,05318,POINT (-75.442619 6.279958),ORIENTE,7,2008,Suicidios,Poblacion total,45940,3
Guatapé,05321,POINT (-75.161723 6.234276),ORIENTE,7,2008,Suicidios,Poblacion total,7096,0
Heliconia,05347,POINT (-75.733349 6.207128),OCCIDENTE,6,2008,Suicidios,Poblacion total,6216,0
Hispania,05353,POINT (-75.907416 5.799621),SUROESTE,8,2008,Suicidios,Poblacion total,5327,0
Itagüí,05360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,234011,10
Ituango,05361,POINT (-75.764081 7.172568),NORTE,5,2008,Suicidios,Poblacion total,26114,0
Jardín,05364,POINT (-75.819483 5.599097),SUROESTE,8,2008,Suicidios,Poblacion total,13888,1
Jericó,05368,POINT (-75.786118 5.791557),SUROESTE,8,2008,Suicidios,Poblacion total,14165,1
La Ceja,05376,POINT (-75.431681 6.030682),ORIENTE,7,2008,Suicidios,Poblacion total,53831,3
La Estrella,05380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,58962,8
La Pintada,05390,POINT (-75.606525 5.747143),SUROESTE,8,2008,Suicidios,Poblacion total,9493,1
La Unión,05400,POINT (-75.361241 5.973832),ORIENTE,7,2008,Suicidios,Poblacion total,19216,3
Liborina,05411,POINT (-75.811313 6.67786),OCCIDENTE,6,2008,Suicidios,Poblacion total,10411,0
Maceo,05425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2008,Suicidios,Poblacion total,8552,0
Marinilla,05440,POINT (-75.334772 6.173718),ORIENTE,7,2008,Suicidios,Poblacion total,54917,1
Medellín,05001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,2129336,124
Montebello,05467,POINT (-75.524621 5.945694),SUROESTE,8,2008,Suicidios,Poblacion total,7557,1
Murindó,05475,POINT (-76.82131 6.981328),URABA,9,2008,Suicidios,Poblacion total,3896,0
Mutatá,05480,POINT (-76.436928 7.245319),URABA,9,2008,Suicidios,Poblacion total,12548,4
Nariño,05483,POINT (-75.176323 5.609727),ORIENTE,7,2008,Suicidios,Poblacion total,12033,0
Nechí,05495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2008,Suicidios,Poblacion total,21396,0
Necoclí,05490,POINT (-76.786829 8.424299),URABA,9,2008,Suicidios,Poblacion total,37618,0
Olaya,05501,POINT (-75.81238 6.628142),OCCIDENTE,6,2008,Suicidios,Poblacion total,3147,0
Peque,05543,POINT (-75.908927 7.021696),OCCIDENTE,6,2008,Suicidios,Poblacion total,7841,0
Pueblorrico,05576,POINT (-75.841914 5.790844),SUROESTE,8,2008,Suicidios,Poblacion total,8886,1
Puerto Berrío,05579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2008,Suicidios,Poblacion total,35674,3
Puerto Nare,05585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2008,Suicidios,Poblacion total,14887,0
Puerto Triunfo,05591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2008,Suicidios,Poblacion total,14998,0
Remedios,05604,POINT (-74.69368 7.02808),NORDESTE,4,2008,Suicidios,Poblacion total,25513,3
Rionegro,05615,POINT (-75.373872 6.153548),ORIENTE,7,2008,Suicidios,Poblacion total,112193,9
Sabanalarga,05628,POINT (-75.818245 6.850482),OCCIDENTE,6,2008,Suicidios,Poblacion total,8638,0
Sabaneta,05631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,63563,3
Salgar,05642,POINT (-75.979184 5.963438),SUROESTE,8,2008,Suicidios,Poblacion total,19420,2
San Andrés de Cuerquia,05647,POINT (-75.67649 6.914739),NORTE,5,2008,Suicidios,Poblacion total,7597,0
San Carlos,05649,POINT (-74.992086 6.188726),ORIENTE,7,2008,Suicidios,Poblacion total,19345,0
San Francisco,05652,POINT (-75.102069 5.964854),ORIENTE,7,2008,Suicidios,Poblacion total,5880,0
San Jerónimo,05656,POINT (-75.72792 6.442677),OCCIDENTE,6,2008,Suicidios,Poblacion total,13873,0
San José de La Montaña,05658,POINT (-75.683472 6.848958),NORTE,5,2008,Suicidios,Poblacion total,3318,0
San Juan de Urabá,05659,POINT (-76.524538 8.766496),URABA,9,2008,Suicidios,Poblacion total,17155,0
San Luis,05660,POINT (-74.994436 6.042772),ORIENTE,7,2008,Suicidios,Poblacion total,13348,1
San Pedro de Los Milagros,05664,POINT (-75.555959 6.461815),NORTE,5,2008,Suicidios,Poblacion total,19565,4
San Pedro de Urabá,05665,POINT (-76.382921 8.277916),URABA,9,2008,Suicidios,Poblacion total,28244,0
San Rafael,05667,POINT (-75.028257 6.295426),ORIENTE,7,2008,Suicidios,Poblacion total,16425,0
San Roque,05670,POINT (-75.019485 6.485044),NORDESTE,4,2008,Suicidios,Poblacion total,20932,0
San Vicente,05674,POINT (-75.331782 6.282678),ORIENTE,7,2008,Suicidios,Poblacion total,21725,1
Santa Bárbara,05679,POINT (-75.568167 5.874215),SUROESTE,8,2008,Suicidios,Poblacion total,27790,3
Santa Fe de Antioquia,05042,POINT (-75.827742 6.556455),OCCIDENTE,6,2008,Suicidios,Poblacion total,23989,1
